Tweets,Domain,Label
 لعلها خيرة لبرشلونة خروج مبكر وعاليورباليغ بدري بدري يابيدري ,Sports,Non-bullying
 اكثر شي يقهر اسم حيفا الاصيل مع مكابي يعال الكلب الله يحرقكم يا كلاب لا وميسي بيلعب معهم تفووو ,Sports,bullying
 دايما برشلونه غير محظوظ في القرعه ,Sports,Non-bullying
 النادي الوضيع انجلط من الميرنغي كم انت كبير يا سيد اوروبا ,Sports,bullying
 حالتكم صعبة والله اذا فاز فرق عنكم بالنقاط ونزلتو للخامس واذا فاز ابتعد عنكم بالنقاط ماتدرون من تشجعون معلومة مرفقة بطل اخر ثلاث نسخ للدوري عشان تصيحون اكثر ,Sports,Non-bullying
 خلاكم تشيلون من اساميكم لقب العالمي الى العالمي الأول تخافون ينسون الناس أنكم رايحين للعالمية وهي ترشيحية هبل بكم ذا الهلال أثر الغرسة للحين رطب ما ألتأم ,Sports,Non-bullying
 سفل فيهم تسفيل ومسح فيم الارض ,Sports,bullying
 أنا وأنا أقنع نفسي ان ولا شي قدام وبعدين اروح لمباريات العام الماضي اللي فزنا عليهم وأتطمن ,Sports,Non-bullying
 وانا اتكلم عن شف فريقك يفشل خمسات واربعات والعميد ماقصر ضربكم بالستات وكذلك الشباب مخلينكم ملطشه ,Sports,bullying
 يسلكون لانفسهم ع بالهم مليون الي دفعها تراها مليون ريال منها ال مليون فلوس الي دفعها لكنو ورجعت لهم وكملها الهلال مليون جائزة كاس لوسيل يعني الهلال مااخذ من خزينة ريال واحد وربي مسخره ,Sports,bullying
 بعض المغفلين والملاقيف ممن إبتلاء بهم مشجعين أو إعلاميين يتغنون في كسب قضية اللاعب محمد إبراهيم كنو ويمجدون في الإدارة متجاهلين أن النصر أبو المليارات لم يحقق كأس جبن فعلاً أهل العقول في راحة ,Sports,bullying
 لا عب فاشل الشرهه على فهد بن نافل اللي خلاه ل الموسم الثاني وما أنهى عقده مع نهايه الموسم الماضي والحين بعد الكارثه اللي سواها النكبه الغبي هوه وأخوه الحمااار وتم منع الهلال من التسجيل مافي اي شي تقدر تسويه اداره الهلال ,Sports,bullying
 كلام ما يقنع عيل صغير والرجل خايف ومبين عليه يكذب بببب وماااااا صدقناك وانت تعلق وحاط المدرب شماعه بس والدليل ١ الحارس المحترف جلس ب الدكه مع ان المباراه مصيريه ل أبها ويلعب قدام أقذر فريق بالدوري ٢ خمس لعيبه أساسيين ما ,Sports,bullying
 ليش مختفي وري اسم القرش الازرق ومسوي نفسك تشجع تري لو مر علي تغريداتك طفل او حتي نصراوي جاهل راح يعرف انك عمرك ماشجعت الهلال وانك نصراوي مسوي نفسك هلالي تري مصيبتكم انك فاشلين حتي في الكذب ,Sports,bullying
 موفقين للأفضل اعتدنا الهلال يلعب كرة قدم للففريق الاول الان الوضع يتقدم الى طموحات بعيدة تسعى لها الدولة وفق رؤية لمدى بعيد ونظرة مستقبلية الهلال يدشن فريق كرة القدم للنساء احببنا الهلال بكل تفاصيله الصغيرة لذلك ك جمهور يجب علينا دعم هذا الكيان الكبيررر ,Sports,Non-bullying
 تلقاك متندم قد شعر راسك أنك ما شجعت ولا تعيش في الهم والغم مع اللي بالي بالك الواحد إذا حسد أحد جلس يستنقص منه يبرد حرته ,Sports,bullying
" جمهور يفشل ، ٣ مواسم والدوري للهلال واخر نسخة من اسيا والفريق مبدع والادارة في رغد من التعاقدات مع الشركات ، لكن جمهور بالرياض فشيله ولا يستحون ",Sports,bullying
 انا استبشرت بعد ما شفت جمهور رفع هذا الهاشتاق بالتحديد المره الاولى لقموا اربعه المره الثانيه لقموا خمسه ياليت يكثرون من الهياط قبل المباراة ,Sports,bullying
 الكل يعرف أن هذا الموسم لن يكتمل فيه فهذا العام مشهده يراه الأعمى وفاحت رائحته للأقصى والأدنى وأنت تدري وخلينا ساكتين مثل إدارة الهلال ,Sports,Non-bullying
" يعجبني الاخ هو يستبق الاحداث ، حديثه اليوم عن كلام رجل يخاف على نفسيته بعد وقوع الكارثة من الاذى النفسي ",Sports,Non-bullying
" اشكر اخوي عبدالله لتقديمه مجموعة تذاكر لجمهور الهلال لحضور مباراة الشباب ، الف شكر والله يبيض وجهك على دعمك المتواصل ، تم توزيعها والف شكر يازعيم كثر الله خيرك ",Sports,Non-bullying
 صح مستوى الهلال ماش بس وش دورنا يا الجماهير اذا ما حضرنا وساندنا الفريق وشجعناه ؟ اذا ما وقفنا معه في كل الامور ما لنا حق نفرح اذا جاب بطولة صح نزعل على مستواه بس ما نضرب عن الحضور الهلال يحتاجنا دايم وابد ,Sports,Non-bullying
 يسحبكم ابو خرقه وماتدرون انه ليس حباً في ولكن حقداً على ادارة الي طردته ,Sports,bullying
 من حقي كجمهور اني اقول ابي افوز على لأن مستواي هالسنه اقوى بكثير من مستواي الخمس السنين الي فاتت والحد يقول انتم تهايطون ترا الارقام تتكلم اول ٦ جولات ,Sports,Non-bullying
 سبحان الله مهما حصل لن يتغير الفكر عندهم الحمدلله على نعمة وعلى رقي وأدب أعلام وجماهير الزعيم ,Sports,Non-bullying
 والله يا اني اشوف كمية هياط من بعض جماهير حول مباراتنا الجاية ضد والمشكلة بعضهم يقول من هو خصمنا القادم ؟ ياناس والله ما ارتاح الا بعد ماتنتهي المباراة هذا الهلال والكل يعرفه زين وحنا بالذات ,Sports,bullying
 والله عييييييييييب على جمهور والله جمهور مايستحى على دمه فريق محقق كل شي آخر ٣ سنوات والحضور الجماهيري مخجل مثل كذا العداله أكثر من جمهور الهلال الهلال اللي مكسر اسيا بثلاث مباريات مايوصل جمهوره ٣٠ ألف لا وزعلانين على الاعبين قسم بالله ماتستحون ,Sports,bullying
 من سنوات يعود ويصحح اوضاعه الفنيه ومستواه المهزوز على حساب أن شاء الله بكره تكسر القاعدة وينتصر الشباب ,Sports,Non-bullying
 أحزن لهذا المهرج الذي يؤدي بعض الحركات الغبية لإضحاك جماهير وإلى جواره إعلامي و يلبسون الأقنعة ,Sports,bullying
 يعاني وخسر مباريات كثيرة هذا الموسم وهناك علاقة متوترة بين المدرب والاعبين لكن المرضى من الزعيقيين وأبواقهم يقولون أن الفريق تعمد الخسارة أمام يارب زدهم مرض فوق المرض ,Sports,bullying
 شكلك يضحك وانت ما تدري تشجع ولا لان لان الفريقين تستفيد منهم وخلوك تظهر بالاعلام و جمهور الشباب يعلم الشي ولان اكثر حديثك عن فهذا اشغللك و ما تنلام والله ,Sports,Non-bullying
 تبيها كذا ولا كذا يعني بالودية جالدك وبالرسميه جالدك لا تقارنون انفسكم بـ كبير الاندية السعودية و ,Sports,Non-bullying
 كل جماهير الأندية السعودية طقطقة عليهم بالاسيوية صعبة قوية في الشمال وفي الجنوب وفي الشرق وفي الغرب ولا عندهم احساس ميته قلوبهم ناديهم فاشل لا محليًا ولا خارجيا ويشجعون جميع الأندية ضد ومعظمهم مشجعين بالوراثة ومشحونين من إعلامهم الكذب ,Sports,bullying
 الطحالب لو يشدون حيلهم شوي قالوا ان وليد الفراج سبب هبوطنا ,Sports,bullying
 الحقيقة أن هو حديقة الأمامية والخلفية كاشت فيه عربياً و آسيوياً ومحلياً ههههههههههههههه أنتم مكشوفين من زمان تشيلون عيوبكم وعيوب ناديكم وتنطلونها على غيركم توه مشلوط ومطرود من ثلاث بطولات في ملعبه ويقول حديقة هههههههه ,Sports,bullying
 حسبي الله عليك شوهت الاغنيه عايض في الطريق المنحدره بأغنية مذهلة الغناء في ابشع صوره اغاني حصريه لمحمد عبده تذكرت لما يفكر يقلد ,Sports,bullying
 تقلل منه يافغره ؟؟؟؟ ترى ماعرفناك الا عن طريقه وياليتنا ماعرفناك لكن رحمك الله ياعادل التويجري ,Sports,bullying
" أكثر واحد يشيل عيوب والنصراويين ويلزقها في والهلاليين هههههههههه صياح وتشكيك ٣٠ سنه على بلنتي واضح، غير ركن أبرز نجوم الفريق على الدكة ",Sports,Non-bullying
 مشكلتهم ماعندهم شغله غير فريقم يفوز شوفوا الهلال ينطرد لاعب في الدوري المصري شوفوا الهلال والله يا الهلال مقلقهم ,Sports,Non-bullying
 مافيها تسلل اللاعب لم يلمسها الحق يقال مع أن التحكيم دائما مع ولكن في هذي جانبك الصواب ,Sports,Non-bullying
 اقول لوفيكم خير انتم واعلامكم كان تكلمتو عن تأجيل مباراتكم مع الموسم الماضي وتأخيرها للدور الثاني لما صار الهلال قوي منبطح وقوي عين بعد ,Sports,bullying
 أحترم و أقدر نادي وجمهوره العالمي الزعيم الملكي ومن زود الغلا أعطيهم نصيحة يجب عليهم الابتعاد عن النادي فترة وعدم الحضور بالمدرج في مباراة لكي تتلافى الادارة مع اللاعبين الاخطاء من بعد مباراة ,Sports,Non-bullying
 تبطون والله يدفنك ويدفن تاريخ ناديك الوضيع بعد توهم يطلعون الجماهير اول ماكنا نشوفهم ولكن احمدوا ربكم بس على هتان ونواف هم الحسنة الوحيده بالنادي ,Sports,bullying
" نزولاً عند عقولهم التافهة وثقافتهم الضحلة استخدمنا عبارات تليق بهم ولاتليق بنا لكي يستوعبوا الموقف فالضرورة تبيح المحرمات ،، ",Sports,bullying
" من اقبح الاشياء في الحياة واقذرها ،، اعلام غير مسؤول تافه قبيح لا يستحق الاحترام ولا مسمى اعلام استثني بعض الاسماء وهم قلة قليلة ",Sports,bullying
 مالوم بعض الانديه بهالفرحه من ثلاث سنوات والهلال لاعب فيهم ,Sports,Non-bullying
 نجس النيه حاولنا نقدره و نعمل منه بني أدم لكنه يرفض إلا أن يجعل من نفسه أضحوكة للمتابعين على الأقل راعي شعور اولادك و أسرتك ,Sports,bullying
 نصحية محب لا تعطون الفريق اكبر من حجمه عشان ماتروح عليه اكثر ان فاز قولو له مبروك وان خسر قولوله هاردلك وبس وحتى بعد نفس الوضع تراها كلها كوره منفوخه ما تاخذ ولا تجيب شي بس متعه لا اكثر وعفاكم ,Sports,Non-bullying
 انت احسن واحد شفته يشجع ,Sports,Non-bullying
" ياجااااااهل الديربي الأصل بين و قبل أن يكون هناك نادي اسمه التاريخ والحقيقة لايمكن أن تغطى بكلام المتعصبين ، اذا يجهلك التاريخ خلك مع فريقك في دوري يلو واترك عنك الكبار ",Sports,bullying
 غدا باذن الله راح تبكي من اهداف كبير اسيا ,Sports,Non-bullying
" بعض إعلاميي ولعلهم الأكثر لولا حديثهم عن ظلماً وعدوناً وبهتاناً، لمَ وجدوا ما يتحدثون عنه ويكتبون، ولمَ كان لهم حضور في الإعلام بجميع وسائله، ولذلك اصبح فضل عليهم گ فضل الثريد على سائر الطعام ",Sports,Non-bullying
 والله لن احضر حتى اشاهد المقلب الهندي الفاشل بيريرا يسحب رجوله بالملعب اي مشجع هلالي بيحضر المباراة احثوا التراب بوجهو هذا الفريق العاجز المفلس بقيادة شلة الاجانب المقالب بيريرا وفييتو وميشيل لايستحق الحضور ,Sports,bullying
 الله يرحمه ويغفر له ويدخله فسيح جناته هذا رجل من رجالات الذين نفخر ونفاخر بهم ولن ننساه ماحيينا وستبقى ذكراه العطرة مابقي كبير آسيا الى الابد بحول الله الف شكر لك اخوي ابو خالد على ماتقدمه لنا دائماً عن نجوم ورجالاته بارك الله فيك يابطل ,Sports,Non-bullying
 قسما بالله انك ما تستحي قامة اعلامية كبيرة تستحق منك كعليمي متدرب ان تقف لها احتراما وتقديرا انت على مشارف الاربعين من عمرك الا ان تصرفاتك مبزرة ,Sports,bullying
 اذا نطق السفيه فلا تجبه فخير من اجابته السكوت يشوه اسماعنا الفاظ يستغرب العاقل من التلفظ بها من اشخاص عليهم الشرهه اخي الكريم لا تلوث لسانك بالرد على مثل هؤلاء ,Sports,bullying
" منذ سنوات طويلة وهم مختلفون لكنهم يجتمعون على حقدهم على ولذلك حاولوا ويحاولون بكل ما أوتوا من قوة ومن سطوة ومن قروبات واستراحات هدفهم لكنهم فشلوا وسيفشلوا بإذن الله وحوله وقوته، ليس لشيء إلا لأن الهلال لم يعتد على أحد منهم رغم تعديهم عليه بالألفاض والاتهامات ",Sports,bullying
 خربو الدوري وشوهو سمعته للاسف شغلتين غريبه عجزت افهمها اغلب الحكام ورؤساء الانديه اصحاب ميول واضحه فاضحه وكأنها مخطط مدروس القضية الكبيرة انهم مفضوحين ومنكوبين واللي يفوز ويشرف الوطن والمنتخب نادي الشعب وليتهم يسوون اللي يبون في مكاتبهم بس يعطونه حقه بالملعب ,Sports,bullying
" اشغلونا بعض اعلامي و وجمهورهم عن تشكيلة ابها وان المدرب ركن عناصره المميزه عالدكة، طبعا صياح بدون تاكد وماكأن مدرب ابها لعب تقريبا بنفس التشكيلة في مباراتهم السابقة ضد اللي خسرها بذات النتيجة، اعتادو الصياح وياكثر اللي يركب الموجة ",Sports,Non-bullying
" لا يمكن لي فريق في العالم ان يبدأ الموسم برتم عالي ويستمر حتى نهاية الموسم بنفس الرتم ، مستويات الحالية طبيعية ولا اجد اي مبرر لنقد السلبي من بعض الجماهير دورنا كا جمهور دعم استقرار الفريق وتحفيز اللاعبين والنقد الايجابي للاخطاء بدون التهويل منها العقلانية مطلوبة ",Sports,Non-bullying
 لا احد يشك بذلك لكن نحن بُلينا بأعلاميين نص كم يتخيلون النصر اكبر من حجمه مقارنه في او ,Sports,Non-bullying
 شفيه ذا يهايط بدري عليكم والله جونا الهياط وأهله والكل عارف آخرته ,Sports,bullying
" كهلاليين لا نعوّل فقط على عودة اللاعبين المصابين نريد عودة الروح الهلالية وبدعم الجماهير سيتجاوز هذا التعثّر والانطلاق من جديد بإذن الله ،، ",Sports,Non-bullying
 شوفوا مين يهايط يا حبيبي اذا تبي تشوف أرفع راسك بس إنتبه لا تنكسر رقبتك أنت وإياه ,Sports,bullying
 اي والله يامال الساحق والماحق والبلا المتلاحق محد قاله يحط راسه براس يا سفابه ,Sports,bullying
" الله يخلف عليه ،،، بذمة كل عاقل هل هذا ينتمي ل والله ان الهلال برئ من امثاله الله يرحم عبدالله بن سعد هو اللي عرف لك ",Sports,Non-bullying
 اي عدالة الله يروف بحالكم حين حطكم المصعد بالمركز الثامن و وصيف كأس ويتم ترشيحكم للبطولة العربية في القاهرة بطريقة اعوج من رقبة البعير والخاتمة يفرج فوزير العرب على حالميهم الترشيحي العدالة حاضرة بوجود الحكم الاجنبي ورح شف احصائية كيف مسخر ناديك بعدالته ,Sports,bullying
 قاعدتين لاتنساه في الكورة ١ لاتهايط على يجلدك ٢ لاتنسى القاعده الاولى ,Sports,Non-bullying
 الورع مسوي نفسه اعلامي من اعلامي النصر ههههههه وهو كلمتين علو بعض مايركلها على باله جالس في استراحه ,Sports,bullying
 غيرت مفهومي تجاه نادي النصر لان بعض اعلامه ومحبيه تركوا الغرور السابق واراى ان بعض اعلام نادي للاسف يحاول يعيدهم لصراخ والبكاء والضجيج يا اعلام الهلال اذا ناديكم فعلا كبير مايحتاج تستعينون باعلام النصر لتكبير ناديكم لكن الشباب ترك الاهلي وهبط والهلال بقائه بيد النصر ,Sports,Non-bullying
 الواحد مايقدر يناقش واحد مثلك مايفرق بين الشعبية بالمجمل وبين الحضور الجماهيري بالملعب لان عقليته متحجره وهدفك من هالكلام التفاعل والرتويت واسم يعطيك هالتفاعل ,Sports,bullying
" يعجبني من يهايط قبل لقاء أتمنى يستمر هياطهم، ثم كالعادة يلقموا خماسيات ورباعيات كغيرهم ",Sports,bullying
 يا مشجعين اتركوا ما مضى لا نكون ممن يتغنى بالماضي نحن نريد الحاضر والمستقبل فالتغني بالماضي ما فاد ,Sports,Non-bullying
 وش جاهم هههههه ترا خسرنا مبارة وتعادلنا مبارة والدوري اجل لو منهزم خمس مباريات وش بتسوو عيد مثلًا ههههههه ,Sports,Non-bullying
 ما اقبل معلومه من نصرواي يتكلم عن ولا أقبل معلومه من هلالي يتكلم عن الاثنين يدعون المظلوميه وهم مدللين ومدلعين وعايشين الدور مع الانداية ان لم تكن معي فأنت ضدي ما يعرفون ان باقي الانداية لديها جماهير تنتظر النتائج وغيرها من الانداية ,Sports,Non-bullying
 فوز باذن الله ومتفأل بعودة أبناء وأعتقد الفوز بنتيجه كبيره للهلال باذن الله والوعد يوم الاثنين ان شاءلله ,Sports,Non-bullying
 الكلاب الضالة أجتمعت على الاعلامي الكبير وليد الفراج الذي أصابهم بالجنون ولا حتى ألتفت لهم ولم يحركوا ساكنن فيه ,Sports,bullying
 الطبال اللي يغير كلامه امام الملا شرواك عيب عيب قذر شيبات لحيتك ,Sports,bullying
 طول عمرهم ينبحون و ينهقون خلف و في النهاية الهلال يدعس عليهم واحد واحد و يحقق البطولات وهالاشكال كل الناس تعرف انهم كذابييين و مضللين للشارع الرياضي ومن سنوات فـ لا يضر السحاب نباح الكلاب ,Sports,bullying
 من كان يلبس تي شرتات الأندية من كان ينذر النذور ويحلف إذًا خسر اعمل واعمل ترى الهلال دمركم نفسيا سنوات وسنوات والي جالس يصير هو مجرد تفريغ شحنات سامة حتى الفوز على أبها صار بطولة والكل عارف كيف فزتم المهم هدي أعصابك ولا تقارن ناديك الصفري ابو الفزعات بنادي البطولات ,Sports,Non-bullying
 الدعم اللوجستي استحى على وجهه وترك يلاقي مصيره دون دعم جماهيري وانكشف مستواه للجماهير فعزفت عن الحضور ولم يبقَ إلا بعض اعلامييه الذين مازالوا يواصلون الدبك بالتمجيد للهلال والاساءة لنادي وإعلامييه ,Sports,Non-bullying
 اذا سلطان مريض بتعب جسدي من ربه الله يشفيه واكيد كل الناس بتدعي له لكن يا بو مؤيد اذا الله ابتلاك بمرض عقلي ما نقول الا اللهم لاشماته بس ,Sports,bullying
 ياسر لاعب كبير و موهوب ماحد يختلف عليه وحقق بطولات و إنجازات بس ليس من ضمن الاعبين اللي بقول اااخ ي ياسر ليت ايامك تعود نفس الاحساس اتجاه سامي او يوسف او نواف ياسر حببك في اسئل الجيل اللي عرفوا الهلال أو احبوا الهلال في تلك الفتره ,Sports,Non-bullying
 والله و بالله انه لاعب فنان و جريء حرام يطلع اعاره هو و رديف و الناصر و يبقى في العاهات الكرويه مثل لحية التيس و الحمدان اقسم بالله ظلم و محسوبيه و الخاسر الاكبر الزعيم و جمهوره ,Sports,bullying
 حقيقه جمهور يستحق الشفقه فازوا وحسسونا انهم اخذوا بطوله ومع هذا شادين حيلهم مع ومساحات ,Sports,Non-bullying
 ماحد محتفل الا انتم انكم تقدمتوا بااترتيب بفارق هدف واحد فقط وكأنكم بهذا اخذتوا الدوري لأن عقدتكم هو ياصغار ,Sports,bullying
 يبقون ينبحون لين يقابلوا ويلجمهم ويخلطهم وبعدها تنفتح اصواتهم صياحا ونياحا ,Sports,bullying
 عندي سؤال أتمنى تاخذونه بشكل طبيعي بدون حساسية خذوني على قد عقلي هل ياسر القحطاني هو من حببك ب ؟ ,Sports,Non-bullying
 اكيد طرحك هذا النصر نادي كبير ومن اعمدة الكره السعوديه لاندخل في مقارنات مصيرها الفشل من يقدم يحصد ليس في حاجة مدحك من عدمه من مثل المملكه وسيطر على الدوري ٣ مواسم اعتقد بأنه سفير يستحق الإشادة والتكريم ,Sports,Non-bullying
 احسك تعاني من شي نفسي فيك حزن وقهر لاحول الله جعلك من كذا وردى للعلم واضح مو في حساباته الدوري حققناه هاترك وتشبعنا الميدان لكم خبص فيه ورثع سيدكم غايب طموحنا صار نحقق اسيا ونحقق معها العالمية فهمت وصلت ارثع وطامر وخل ابو زنيفر يناقز معك واشك انك تفهم هههه ,Sports,bullying
 تدرون وش اللي يغمض ؟ ان هالأندية اذا لعبوا قدام يطلع مستوى وتقفيل وحماس رهيب وغير الهلال لعب يحوم الكبد ,Sports,bullying
 هذا طموحهم ان يتجاوزا ما يهمهم الدوري مساكين ,Sports,bullying
 وش الوضع القواطي محققين بطولة ,Sports,bullying
" شالع قلوبكم اصلا المفروض يلعب في بريميم ليج،، اسف ما يعرفون يترجمونه اقصد الدوري الانجليزي الممتاز،، ",Sports,Non-bullying
 الجماهيريه وعراقه الفريق لا تشترى بمحترفين تو بمال عمرك ماتصير كبير زي النصر هههههه يتمنى نص جمهورنا الكبير كبير يبوي انتو اجيبكم باكسنت هههههه عاش العالمي الكبير اذا رجع تختفي هذي كلها بس كان ودي يدق الهابط القادم اجمل ينصر وال يعتمد ع سالم دوسري بس ,Sports,Non-bullying
 انا اقول هاترك دوري تراه حليل وويكفي الحاجة عاد مانصير طماعين بالحيل خلو المساكين ياخذون راحتهم ويتنافسون ,Sports,bullying
 دحدر يا صغير للرابع ولا يكثر بس ديربي مع انفاق وتعاون ههههه لا غاب سالم دجو فريق صغير كبير ,Sports,Non-bullying
 ملوك الطقطقة كعادتهم هطوف مثل إعلامهم قاصين جدول الدوري ومطلعين الثلاث الأوائل ويقولون ما نشوف يا اخوان ذولي فيهم اعاقة عقلية ولا كيف يبي لهم دراسة ,Sports,bullying
 اقول خلك بس بديربيات الاتفاق والتعاون يفاشلين غاب منهم لاعب دجو هههههه والله ان الطواقي سالم دوسري من يغيب يضيعون كفو النصر نزلهم تحت انزل للرابع ولا يكثر بس وعقبال الهابط جايينك يال يويلك من ,Sports,bullying
 رغم الخلاف على وجود ضربة جزاء اصلا دقيقه لم يستفيد منها ولم يشكل خطوره تذكر على مشكله الهلال وان كان مكتمل لا يجيد اللعب امام الفرق المتكتله ولا جيد التسديد ولا يستفيد من الكور الثابته وهي مشكله قبل دياز ومع دياز هذا مايجب مناقشه اما التحكيم فهي شماعة الفاشلين ,Sports,bullying
 يا حمار أسيا لا تفرح الدوري هلالي ,Sports,bullying
 ايه والله يا زعماء فريقكم يحتاجكم الاثنين أكثر من أي شي آخر هلالكم يمر بفترة صعبة ولا زالت الأمور بيديه وتذكروا أن الأزرق هو الوقوف رغم الظروف هو اللي راح راح والقادم سنصنعه بأيدينا بعد مشيئة الله ,Sports,Non-bullying
 والله لو يروح للمريخ ويتمرن الا يبقى بقرة مايستفاد منه ب غير رفعة الضغط والسكر ,Sports,Non-bullying
 طيب انت من سـ تشرف ملعب الملز لنك بتكون ضيف على الي راح تخسر منه خساره كبرى باذن الله مهو هياط بس الوعد بعد نهاية المباراة باذن الله بفوز هلالي ساحق بحول الله وقوته واذا فاز الشباب بيفوز يا بالحظ او بجهود كم لاعب خصوصاً ان عناصرهم اشوي قويه وبس ,Sports,Non-bullying
 بصراحه ما كنت بأعلق بس فعلاً ناس ما تخجل يشجع نادي اللذي يخرج من سنوات بمواسم صفريه وبزعمة يطقطق على مشجع لنادي شر البلية ما يضحك ,Sports,bullying
 علشان خالفته بالرائ وبطريقه محترمه بخصوص دياز حضرني زيدان ويوسف من أكثر هوامير الهلال عقولهم صغيره بخصوص النقاش حتى وإن كان مؤدب ,Sports,bullying
" رايي المتواضع ان الخلل يا بوسيف واضح بالادارة،ما يحسب لادارة الانجازات السابقة انها تمسكت بالنجوم واقطاب النادي ومحبيه،وقبل ذلك تمسكت بالهدف الاهم وهو ان يكوِّنوا فريقاً مرعباً للمنافسين ومحل فخر واعتزاز سواء للامة الاهلاوية او لاسم وكيان هذه المؤسسة العريقة ",Sports,Non-bullying
 صرنا علج في حلوج العالم ,Sports,Non-bullying
 خليتو أسم شباب الاهلي على لسان الي يسوى والي ما يسوى الله يسامحكم ,Sports,Non-bullying
" واللي قلبه مب على النادي ولا جماهيره مب عيب انك تتوكل على الله في ناس احق وأولى، هذا الأهلي اللي مايقدره ويخاف على سمعته ماله مكان بيننا ",Sports,Non-bullying
 الحمدلله تعودنا ع كلمة هاردلك وللامانه نستحقها لأننا سيئين جداً ,Sports,Non-bullying
 ياخي خافو الله في شباب الاهلي وقسم بالله ما يستاهل الي يستويله شي كبير النادي بلا هويه اليوم والله حرام ,Sports,Non-bullying
 والله يا رياض بنصبر لكن ش يصبر اليهال اللي يطالبون ب خروجه عشان سمعته ويا الهلال او كم تعثر ؟ ,Sports,Non-bullying
 نفختوا هاليهال من اول مباراة واليوم طلعوا على حقيقتهم ولايعرفون بلعبون ,Sports,bullying
 هاردلك على الخساره الفريق سيئ والحارس يجب تغييره ان اراد ان يستمر في المنافسه ,Sports,bullying
 شوط سيء بكل ما تعنية الكلمة من معنى لا شكل واضح ولا أمور فنية واضحه ناهيك عن الاخطاء البدائية فالتمرير و غيرها ننتظر افضل من ذلك و بإذن الله يتم التصحيح و العودة فالشوط الثاني سبق و ان نبهنا علينا ان نكون جديين أكثر ان اردنا الانتصار ولكن لا حياة لمن تنادي ,Sports,Non-bullying
 الحين بيطلع هذاك المشجع وكيل اللاعبين وبيقول الموقع هذا يزور وماعنده مصداقية ولا الموقع غير موثق وبيألف من بطنه عشان بس كُرها في وفريقه كله مجنس ,Sports,bullying
 بالله عليكم فرحانين ب ليموس ؟ تعرفون احصائياته ولا بس شفتوها صفقه و فرحتو اوك نييب لاعبين مغمورمين بس مب سيئين عاد اللاعب طول مسيرته اعلى تقييم وصل له كان قبل خمس سنين ,Sports,Non-bullying
 مباراه استمتعنا فيه الف مبروك على هذا الاداء والتنظيم القوي والفريق منافس قوي على البطوله هاردلك الوحده وجماهيره ,Sports,Non-bullying
 احممممم افسحوووا المجال افضل فريق فالتاريخ بيلعب فرسان قلبييييي ,Sports,Non-bullying
" الحمدلله مانستحق الخسارة للامانة ، صحيح ف البداية كان الفريق غير متوازن، لكن تغير كل شي فالشوط الثاني و وصل الاستحواذ و اكثر من تسديدة ولكن الحظ ما حالفنا، القادم افضل ان شاءالله ",Sports,Non-bullying
 من ايام ٢٠١١ لين اليوم ناااااادر نستغل الضربات الركنية والفاولات رغم كثرة تحصلنا عليهم ,Sports,Non-bullying
 ترى الهدفين تسلل لان مدافعينا بطيئين فكل شي ابدا مش تكتيك ولا فكر مدرب ,Sports,Non-bullying
 تحس بفخر و عز لانك من مشجعين الاهلي يعطيك العافية طرب ,Sports,Non-bullying
 الفريق الوحيد الي تهابه الاندية في اخر السنوات رغم التذبذب في المستوى و عدم تحقيق النتائج المطلوبة عندما يضعف شباب الاهلي تقوى باقي الاندية و عندما يرجع الفريق لمستواه المعهود يترك بقية الاندية تتعارك و نيل الشرف للحصول على المركز الثاني ,Sports,Non-bullying
 مش هيلعبوا بروح مادام حاسين اننا رمينا الفوطة من زمان ,Sports,Non-bullying
 باذن الله يا بو راشد ان شاء الله نشوف عودة شباب الاهلي للمنصات التتويج و باذن الله و الفريق قادر على تحقيق البطولات مع المدرب جارديم ,Sports,Non-bullying
 واحد من من مشجعين شباب الاهلي ايقول شكلي هالسنة بدور اي نادي آخر بشجعه قلت له ليش قال نادينا ما ايودي قلت له شو ناوي اتشجع ؟ قال نادي الشارجة شكله ما زال كوزمين ايذكره بايام البطولات مع هذا انا اقول ان شاء الله متفائلين ,Sports,Non-bullying
 علاقة شباب الاهلي بنادي اتحاد كلباء علاقة قوية واتمنى أن تستمر هذي العلاقه الطيبه ويعطونا وليد حسين هالموسم ,Sports,bullying
 هل تعلم ان فوز الاهلى اليوم رجم علاء صادق وقلل فرص نصبة وسحنة لجمهور الفريق بالافك والاباطيل لغرض فى نفس كلاب وخدم يعقوب ؟؟؟؟ ,Sports,bullying
 دايما ديانج نجم كل مباراه ربنا يحميك ,Sports,Non-bullying
 نبني على هذه المباراة لا نفرط في التفاؤل ونكون واقعيين بداية محترمة ل احسنتم واستمروا ,Sports,Non-bullying
 شباب الأهلى أحسن مليون مرة من لاعبين تانية ملهاش اى لأزمة فى النادى الأهلى ,Sports,Non-bullying
 وانت بتتفرج ع وهما عاملين حلاوه ما بعدها حلاوه ف ماتش لسان حالك ايه الحلاوه دي يا ولاد ,Sports,Non-bullying
 منهم لله شلة قفشة والسولية والعواجيز بتوع الأهلي ضيعوا الدوري بسبب دلعهم الله أكبر على شوية عيال زي الورد امل ومستقبل الأهلي حماس وروح وغيرة على النادي ربنا يحفظهم ,Sports,bullying
 ما الدنيا سهله اهي يا جدعان امال كنتوا مصعبينها علينا ليه بس ,Sports,Non-bullying
